,sentence_id,target_index,target_word,synset,context_before,context_after,synset_is_correct,full_sentence,len_sentence,target_word_pos,baseline_random,baseline_first,baseline_last,synonym_similarity,hypernym_similarity,hyponym_similarity,most_common_def_similarity,less_common_def_similarity,f0_synset_frequency,f1_overlapping_words,f2_synset_and_context_after,f3_synset_and_context_before,f4_synset_and_target_similarity,f5_target_and_synset_definition,f6_synset_and_sentence_similarity,f7_target_word_and_sentence_similarity,f8_synset_example_and_sentence_similarity,f9_synset_definition_and_sentence_similarity,f10_lesk_pred_and_target_similarity,model_pred
10014,brown1/tagfiles/br-c01.xml_29,18,full,entire.s.01,"Later the Hurok office made it Dec. 8 thru 17 , a nice , long booking for the",repertory .,True,"Later the Hurok office made it Dec. 8 thru 17 , a nice , long booking for the full repertory .",94,JJ,full.s.03,full.v.01,fully.r.01,0.2265496401833511,0.07881954362923467,0.0407205780425404,0.3956364222857404,0.265939563145542,5,2,0.0747152828990911,0.283274050762797,0.3645392966094398,0.5856822955267579,0.2962702643867082,0.36539710979035195,0.33054041918977456,0.6881521240209363,0.35483545570403374,False
18207,brown1/tagfiles/br-e01.xml_43,5,entire,entire.s.01,By this time Henri 's,"chest back - lat shoulder area is pumped-up to almost bursting point , and Claude takes time to do a bit more pectoral front deltoid shaping work .",True,"By this time Henri 's entire chest back - lat shoulder area is pumped-up to almost bursting point , and Claude takes time to do a bit more pectoral front deltoid shaping work .",176,JJ,stallion.n.01,entire.s.01,entire.s.04,0.36826516810307713,0.023054588082577536,0.03501597199635269,0.08174621341236758,0.01682660441736435,1,0,0.1940746483708291,0.2759310958457938,1.0,0.4629598632016979,0.2698877914247954,0.2698877914247954,0.31678956679937303,0.6226766596895482,0.2614196866780696,False
16176,brown1/tagfiles/br-d03.xml_62,27,equal,equal.a.01,The general tone of articles appearing in such important newspapers as the Manchester Guardian and the Sunday Observer implies a kindly recognition that the Catholic Church is now at least of,stature in England with the Protestant churches .,True,The general tone of articles appearing in such important newspapers as the Manchester Guardian and the Sunday Observer implies a kindly recognition that the Catholic Church is now at least of equal stature in England with the Protestant churches .,247,JJ,equal.a.01,equal.v.01,adequate.a.01,0.26638137625199515,0.1285969357604393,0.1314568664945571,0.3984409136999025,0.2782223256282619,4,2,0.24993555960787645,0.2780583074349823,0.9999999999999998,0.35691327700796605,0.32705609353872006,0.32705609353872006,0.48627489093786813,0.8511167939087055,0.07764076440730301,False
25794,brown1/tagfiles/br-f03.xml_31,30,fantastic,fantastic.s.03,"Dreams that display events of the future with photographic detail call for a theory explaining their basic mystery and all its components , including that weird feeling of deja vu , inevitably",though that theory must seem .,True,"Dreams that display events of the future with photographic detail call for a theory explaining their basic mystery and all its components , including that weird feeling of deja vu , inevitably fantastic though that theory must seem .",233,JJ,fantastic.s.03,fantastic.s.02,fantastic.s.05,0.38079724173983404,,,0.21104937650347247,0.096703357477242,2,1,0.12356985981188244,0.24234023004110702,1.0,0.14100241637435187,0.28246083873632316,0.28246083873632316,0.7783242401571937,0.6864671326564525,1.0,False
23751,brown1/tagfiles/br-e24.xml_82,3,flat,flat.s.04,This will prevent,falls and toe injuries .,True,This will prevent flat falls and toe injuries .,47,JJ,flat.s.14,flat.n.02,directly.r.04,0.18073450934939464,0.13156503867316996,0.15013353232610657,0.1859146541500995,0.22322102863043247,10,1,0.23709169456513784,0.040172623643345826,1.0,0.3476503461029638,0.42335959902447257,0.42335959902447257,0.48510351519791317,0.5643682514607059,1.0,False
45873,brown1/tagfiles/br-j10.xml_77,15,full,full.a.01,"Still Andrena will do a reasonably good job , so that an animal with a",pollen load looks like a gay little piece of yellow down floating in the wind .,True,"Still Andrena will do a reasonably good job , so that an animal with a full pollen load looks like a gay little piece of yellow down floating in the wind .",155,JJ,full.s.04,full.v.01,fully.r.01,0.2265496401833511,0.07881954362923467,0.0407205780425404,0.3956364222857404,0.265939563145542,4,0,0.27710429481452303,0.269361577072408,0.9999999999999998,0.27915549097332687,0.3544475224135686,0.3544475224135686,0.6516477894556832,0.592711784565101,0.35483545570403374,False
38346,brown1/tagfiles/br-j04.xml_47,18,general,general.a.01,Position ( 2 ) appears to us to be unlikely in view of the absence of a piezoelectric effect and on,chemical structural grounds .,True,Position ( 2 ) appears to us to be unlikely in view of the absence of a piezoelectric effect and on general chemical structural grounds .,137,JJ,general.a.01,general.n.02,cosmopolitan.s.03,0.19207967608167228,0.1835694203338127,0.07842196136898402,0.5096993155014464,0.13465051633557015,4,3,0.11485826322992142,0.16293525809406034,1.0,0.16840196272634078,0.24113238162269762,0.24113238162269762,0.4053846667697913,0.7452757949795074,1.0,False
8937,brown1/tagfiles/br-b20.xml_23,10,general,general.a.01,"Not terror , but anger and resentment have been the",reaction outside the Soviet sphere .,True,"Not terror , but anger and resentment have been the general reaction outside the Soviet sphere .",96,JJ,general.n.01,general.n.02,cosmopolitan.s.03,0.19207967608167228,0.1835694203338127,0.07842196136898402,0.5096993155014464,0.13465051633557015,4,0,0.2262695735406691,0.17809304892004243,1.0,0.16840196272634078,0.3322092044527794,0.3322092044527794,0.55898151503903,0.6921795959485026,1.0,False
3909,brown1/tagfiles/br-a12.xml_66,21,good,good.a.01,"`` We 'll work hard Tuesday , Wednesday and Thursday '' , Meek said , `` and probably will have a",scrimmage Friday .,True,"`` We 'll work hard Tuesday , Wednesday and Thursday '' , Meek said , `` and probably will have a good scrimmage Friday .",121,JJ,dependable.s.04,good.n.02,thoroughly.r.02,0.25247449039721154,0.13642055067899206,0.11337863080566696,0.19930187940806243,0.3081445743478881,4,1,0.1431384922352616,0.23873968538357426,1.0,0.48717961432346546,0.28561834872463626,0.28561834872463626,0.2903475762510318,0.5239033662481055,0.4778367657519267,False
5179,brown1/tagfiles/br-a13.xml_90,11,good,good.n.01,It is an irritable rule that does baseball more harm than,", especially at the minor league level .",False,"It is an irritable rule that does baseball more harm than good , especially at the minor league level .",103,JJ,good.s.20,good.n.02,thoroughly.r.02,0.25247449039721154,0.13642055067899206,0.11337863080566696,0.19930187940806243,0.3081445743478881,0,0,0.30709425336753965,0.34171760300349313,1.0,0.19930187940806243,0.4652601074984053,0.4652601074984053,0.5814958378577184,0.24547165580693756,0.4778367657519267,True
13797,brown1/tagfiles/br-d01.xml_55,19,good,good.n.02,"The concept of unity , in which positive and negative are attributes of the same force , in which","and evil are relative , ever-changing , and always joined to the same phenomenon - such a concept is still reserved to the physical sciences and to the few who have grasped the history of ideas .",True,"The concept of unity , in which positive and negative are attributes of the same force , in which good and evil are relative , ever-changing , and always joined to the same phenomenon - such a concept is still reserved to the physical sciences and to the few who have grasped the history of ideas .",298,JJ,good.s.17,good.n.02,thoroughly.r.02,0.25247449039721154,0.13642055067899206,0.11337863080566696,0.19930187940806243,0.3081445743478881,1,0,0.2869410408747778,0.3046373321970823,1.0,0.25545957171974726,0.33357945416641493,0.33357945416641493,0.7029765609136938,0.676390727616243,0.4778367657519267,False
36738,brown1/tagfiles/br-j03.xml_17,21,greater,great.s.01,"A back pressure was then introduced , and the rise or fall of the material in the manometer indicated which was",", the normal pressure in the block or the back pressure .",True,"A back pressure was then introduced , and the rise or fall of the material in the manometer indicated which was greater , the normal pressure in the block or the back pressure .",177,JJR,great.s.03,great.s.01,big.s.13,0.1646514145041813,,,0.5492727527839787,0.23516741445819916,1,3,0.253435066345028,0.22355027757929166,0.35654893887219347,0.43744852690196134,0.25892009672979255,0.32638338259633803,0.4422521406885841,0.7596052077091003,0.35654893887219347,False
28677,brown1/tagfiles/br-f43.xml_7,10,great,great.s.01,"a train rushes straight at the audience , or a",wave threatens to break over the seats .,True,"a train rushes straight at the audience , or a great wave threatens to break over the seats .",93,JJ,great.s.02,great.s.01,big.s.13,0.1800401006013213,0.12089116219155889,,0.31360952484505367,0.19535802702012192,1,1,0.18964264581234908,0.18092930182013825,1.0,0.23960847333335758,0.30899722358651277,0.30899722358651277,0.5538537585061448,0.698404604579354,1.0,False
19779,brown1/tagfiles/br-e02.xml_85,3,great,great.s.01,It has a,"many assets to recommend it and if you have n't made avocado a part of your diet yet , you really should .",True,"It has a great many assets to recommend it and if you have n't made avocado a part of your diet yet , you really should .",121,JJ,great.n.01,great.s.01,big.s.13,0.1800401006013213,0.12089116219155889,,0.31360952484505367,0.19535802702012192,1,1,0.2872412792562845,0.21704261898504543,1.0,0.23960847333335758,0.3523152096152261,0.3523152096152261,0.6102473294045504,0.6893342667516049,1.0,False
4965,brown1/tagfiles/br-a13.xml_67,14,great,great.s.02,But there surely can be no doubt about the slender southpaw belonging with the all time,lefthanders in the game 's history .,True,But there surely can be no doubt about the slender southpaw belonging with the all time great lefthanders in the game 's history .,130,JJ,great.s.02,great.s.01,big.s.13,0.1800401006013213,0.12089116219155889,,0.31360952484505367,0.19535802702012192,2,0,0.272039490310033,0.41286883419221737,1.0,0.28145705288568995,0.47803615087590934,0.47803615087590934,0.5308380296778089,0.574747609091642,1.0,False
9873,brown1/tagfiles/br-c01.xml_11,11,great,great.s.02,"So we had some dazzling and memorable Milstein , but not",Brahms .,True,"So we had some dazzling and memorable Milstein , but not great Brahms .",71,JJ,capital.s.03,great.s.01,big.s.13,0.1800401006013213,0.12089116219155889,,0.31360952484505367,0.19535802702012192,2,0,0.039850944313600686,0.4219810384251171,1.0,0.28145705288568995,0.46422055632960985,0.46422055632960985,0.7866318497721071,0.5933546224916207,1.0,False
20256,brown1/tagfiles/br-e04.xml_13,4,great,great.s.02,But Schnabel was a,"teacher in addition to being a great performer , and the fact that four of the ten versions I listened to are by Schnabel pupils ( Clifford Curzon , Frank Glazer , Adrian Aeschbacher , and Victor Babin ) also sheds light on the master 's pedagogical skills .",True,"But Schnabel was a great teacher in addition to being a great performer , and the fact that four of the ten versions I listened to are by Schnabel pupils ( Clifford Curzon , Frank Glazer , Adrian Aeschbacher , and Victor Babin ) also sheds light on the master 's pedagogical skills .",283,JJ,great.s.02,great.s.01,big.s.13,0.1800401006013213,0.12089116219155889,,0.31360952484505367,0.19535802702012192,2,1,0.20287874868821318,0.14473275008299463,1.0,0.28145705288568995,0.23349976045688223,0.23349976045688223,0.8068601544405688,0.6420267904349672,1.0,False
45039,brown1/tagfiles/br-j10.xml_11,32,green,green.s.01,"It is not difficult to see that the stamens of the catkin are always arranged in pairs , and that each individual flower is nothing but one such pair standing on a",", black tipped little scale .",True,"It is not difficult to see that the stamens of the catkin are always arranged in pairs , and that each individual flower is nothing but one such pair standing on a green , black tipped little scale .",199,JJ,green.n.03,park.n.02,fleeceable.s.01,0.12021964731488206,0.03725373253514863,0.02224460667108406,0.5067172234697269,0.0966508254499231,9,5,0.20533142852796743,0.21574312119557001,1.0,0.3565165289387987,0.27948705675969765,0.27948705675969765,0.5642965898917797,0.8219293939606698,1.0,False
9096,brown1/tagfiles/br-b20.xml_36,15,hard,hard.a.02,"The weekly loss is partly counterbalanced by 500 arrivals each week from West Germany , but the","truth , says Crossman , is that `` The closing off of East Berlin without interference from the West and with the use only of East German , as distinct from Russian , troops was a major Communist victory , which dealt West Berlin a deadly , possibly a fatal , blow .",True,"The weekly loss is partly counterbalanced by 500 arrivals each week from West Germany , but the hard truth , says Crossman , is that `` The closing off of East Berlin without interference from the West and with the use only of East German , as distinct from Russian , troops was a major Communist victory , which dealt West Berlin a deadly , possibly a fatal , blow .",367,JJ,difficult.a.01,hard.a.02,hard.r.10,0.23975483822474253,,,0.3302678380749207,0.32542286295203143,1,0,0.19792663140323355,0.2161167394398575,1.0,0.11005214853649202,0.23667480477723624,0.23667480477723624,0.6369897289381421,0.2748462307866548,0.08084826149733508,False
39396,brown1/tagfiles/br-j05.xml_34,15,hard,hard.a.03,"Hydroxides , orthophosphates , borates , carbonates , and silicates are important inorganic ingredients of",surface cleaners .,True,"Hydroxides , orthophosphates , borates , carbonates , and silicates are important inorganic ingredients of hard surface cleaners .",130,JJ,hard.s.12,hard.a.02,hard.r.10,0.23975483822474253,,,0.3302678380749207,0.32542286295203143,2,0,0.17715296761430185,0.14896601609781,1.0,0.24942930480138736,0.25144785127194863,0.25144785127194863,0.8875954706489478,0.32075410735456367,0.08084826149733508,False
39069,brown1/tagfiles/br-j05.xml_10,1,hard,hard.a.03,These,surface cleaners are discussed in Chapter 28 .,True,These hard surface cleaners are discussed in Chapter 28 .,57,JJ,hard.r.01,hard.a.02,hard.r.10,0.23975483822474253,,,0.3302678380749207,0.32542286295203143,2,0,0.17861742823882826,0.24229114005099353,1.0,0.24942930480138736,0.42347802357756037,0.42347802357756037,0.559460042936914,0.40372168305499145,1.0,False
48072,brown1/tagfiles/br-j12.xml_87,4,heavy,heavy.a.03,This maybe due to the,interlobular connective tissue barriers present .,True,This maybe due to the heavy interlobular connective tissue barriers present .,77,JJ,heavy.a.09,heavy.n.02,heavy.r.01,0.20823798187844025,0.06135615076711143,,0.11104505929529938,0.37852284268523817,4,1,0.13012208696739416,0.22814313556194032,1.0000000000000002,0.34617279144061036,0.3704043837803547,0.3704043837803547,0.29897129946711054,0.7834614746823588,1.0000000000000002,False
40659,brown1/tagfiles/br-j06.xml_37,16,high,high.a.01,"Two types of light source were used , a thousand watt projection lamp and an AH6",pressure mercury arc .,True,"Two types of light source were used , a thousand watt projection lamp and an AH6 high pressure mercury arc .",108,JJ,gamey.s.02,high.n.02,high.r.04,0.1611001102539774,0.11771177090806915,0.09033598685739007,0.32798474393084226,0.2876204459270608,7,0,0.19432614430185724,0.20078248979673222,0.9999999999999998,0.2795058717996049,0.32005962602485044,0.32005962602485044,0.7279514396297411,0.4665214284437669,0.9999999999999998,False
30033,brown1/tagfiles/br-g01.xml_8,20,high,high.a.01,"A Southerner married to a New Englander , I have lived for many years in a Connecticut commuting town with a","percentage of artists , writers , publicity men , and business executives of egghead tastes .",True,"A Southerner married to a New Englander , I have lived for many years in a Connecticut commuting town with a high percentage of artists , writers , publicity men , and business executives of egghead tastes .",207,JJ,high.s.05,high.n.02,high.r.04,0.1611001102539774,0.11771177090806915,0.09033598685739007,0.32798474393084226,0.2876204459270608,7,1,0.13432555384098702,0.2060810501743227,0.9999999999999998,0.2795058717996049,0.23098058121772802,0.23098058121772802,0.6665284804807585,0.37866154944657754,0.9999999999999998,False
43476,brown1/tagfiles/br-j08.xml_77,17,high,high.a.01,"An enemy might choose an acutely debilitating microorganism , a chronic disease producer or one causing a",rate of lethality .,True,"An enemy might choose an acutely debilitating microorganism , a chronic disease producer or one causing a high rate of lethality .",130,JJ,high.n.01,high.n.02,high.r.04,0.1611001102539774,0.11771177090806915,0.09033598685739007,0.32798474393084226,0.2876204459270608,7,1,0.16344775334370967,0.17051013395574985,0.9999999999999998,0.2795058717996049,0.28475529402901484,0.28475529402901484,0.6140247028065399,0.5528365044137594,0.9999999999999998,False
7482,brown1/tagfiles/br-b13.xml_7,8,high,high.a.02,Wine glass heels are to be found in both,and semi-heights .,True,Wine glass heels are to be found in both high and semi-heights .,64,JJ,senior_high_school.n.01,high.n.02,high.r.04,0.1611001102539774,0.11771177090806915,0.09033598685739007,0.32798474393084226,0.2876204459270608,8,1,0.09033598685739005,0.25513354060518906,0.9999999999999998,0.29243121511805803,0.3754900866177113,0.3754900866177113,0.6569139042168562,0.7880613645519992,0.9999999999999998,False
9810,brown1/tagfiles/br-c01.xml_5,15,high,high.s.05,This time the orchestra gave him some superb support fired by response to his own,mood .,True,This time the orchestra gave him some superb support fired by response to his own high mood .,93,JJ,high.a.02,high.n.02,high.r.04,0.1611001102539774,0.11771177090806915,0.09033598685739007,0.32798474393084226,0.2876204459270608,11,0,0.04761409851804426,0.21291124317953786,0.9999999999999998,0.1996405673955903,0.3267492768141716,0.3267492768141716,0.44954772877576205,0.5395879375679398,0.9999999999999998,False
45776,brown1/tagfiles/br-j10.xml_69,6,identical,identical.s.01,This must be due to a completely,"response to the weather , in the plant and the animal .",False,"This must be due to a completely identical response to the weather , in the plant and the animal .",98,JJ,identical.s.02,identical.s.02,identical.s.05,0.28232224625583097,,,0.2698971226866352,0.3675084690290555,0,0,0.16367810174622627,0.152503936909241,1.0,0.2698971226866352,0.2656929334401749,0.2656929334401749,0.5431561146226992,0.7616631486720786,1.0,True
14124,brown1/tagfiles/br-d01.xml_76,9,identical,identical.s.02,Yet the spirit which lives in community is not,with the community .,True,Yet the spirit which lives in community is not identical with the community .,77,JJ,identical.s.05,identical.s.02,identical.s.05,0.28232224625583097,,,0.2698971226866352,0.3675084690290555,1,2,0.11789539669406815,0.13371345142299917,1.0,0.31761350869422117,0.2790372087442888,0.2790372087442888,0.7869328545083324,0.7353974888687228,1.0,False
49797,brown1/tagfiles/br-j14.xml_49,12,inactive,inactive.a.02,There it seems that the goitrogen ingested by dairy animals is itself,"but is converted in the animal to an active goitrogen , which is then secreted in the milk .",True,"There it seems that the goitrogen ingested by dairy animals is itself inactive but is converted in the animal to an active goitrogen , which is then secreted in the milk .",171,JJ,inactive.s.10,inactive.a.02,inactive.s.10,0.3377909507043158,,,0.2331991450887053,0.19568784711985765,1,0,0.20050868337503144,0.14270247382644677,1.0,0.167474128228194,0.25157214034835895,0.25157214034835895,0.4860427540686308,0.6688118353798199,0.23881416439671632,False
4632,brown1/tagfiles/br-a13.xml_30,21,single,individual.a.01,"Turk Lown was tagged with the loss , his second against no victories , while Ray Moore won his second game against a",loss .,True,"Turk Lown was tagged with the loss , his second against no victories , while Ray Moore won his second game against a single loss .",130,JJ,single.v.01,one.n.01,single.s.07,0.2457116687950867,0.14930030415780396,0.052935678390284034,0.4538586967640597,0.33090059145296785,3,2,0.18542593707947247,0.2634514418200218,0.33046134099245406,0.4652327762543741,0.2819744399788423,0.36928325504682297,0.626573513018908,0.6642977287785331,1.0,False
2499,brown1/tagfiles/br-a11.xml_32,36,single,individual.a.01,"If the Orioles are to break their losing streak within the next two days , it will have to be at the expense of the American League champion New York Yankees , who come in here tomorrow for a night game and a",test Sunday afternoon .,True,"If the Orioles are to break their losing streak within the next two days , it will have to be at the expense of the American League champion New York Yankees , who come in here tomorrow for a night game and a single test Sunday afternoon .",239,JJ,single.s.06,one.n.01,single.s.07,0.2457116687950867,0.14930030415780396,0.052935678390284034,0.4538586967640597,0.33090059145296785,3,3,0.18052669592344556,0.31317112264913766,0.33046134099245406,0.4652327762543741,0.3183584588888924,0.26690111691465124,0.660836720349822,0.7320097454940575,0.33046134099245406,False
43851,brown1/tagfiles/br-j09.xml_6,14,single,individual.a.01,In the present work whole sera have been fractionated by chromatography on DEAE-cellulose using,"gradients similar to those described by Sober and Peterson , and certain chemical and serological properties of the fractions containing antibodies of the ABO and Rh systems have been described .",True,"In the present work whole sera have been fractionated by chromatography on DEAE-cellulose using single gradients similar to those described by Sober and Peterson , and certain chemical and serological properties of the fractions containing antibodies of the ABO and Rh systems have been described .",298,JJ,single.s.06,one.n.01,single.s.07,0.2457116687950867,0.14930030415780396,0.052935678390284034,0.4538586967640597,0.33090059145296785,3,2,0.3035020073987463,0.31989299791028614,0.33046134099245406,0.4652327762543741,0.3460209080397085,0.2816796873222757,0.6223130257617728,0.7489403847040202,0.17477260134600991,False
33564,brown1/tagfiles/br-h01.xml_15,10,individual,individual.s.02,Production specialists in SBA regional offices are available to help,small business concerns with technical production problems .,True,Production specialists in SBA regional offices are available to help individual small business concerns with technical production problems .,140,JJ,individual.a.01,individual.n.02,individual.s.04,0.30593251659484605,0.169573581749003,0.12813923478967185,0.296936807737695,0.4117103927080101,3,0,0.22760499114682986,0.2574489625442661,1.0,0.4206919248631332,0.3855820305240259,0.3855820305240259,0.46344869108510794,0.6419325594825339,0.41209038015532623,False
39591,brown1/tagfiles/br-j05.xml_46,28,intensified,intensify.v.03,"Obviously , if colloidal particles bear charges of opposite sign or , if one kind is charged and the other kind is not , the attraction will be",and the tendency to agglomerate will be greatly reinforced .,True,"Obviously , if colloidal particles bear charges of opposite sign or , if one kind is charged and the other kind is not , the attraction will be intensified and the tendency to agglomerate will be greatly reinforced .",216,JJ,intensify.v.03,intensify.v.02,intensified.s.01,0.3859972799354296,0.13981385969467103,0.12237420982223311,0.25065826305363575,0.4161528329409633,2,0,0.21972423816436154,0.13800536197680735,0.6900491898283675,0.43175132606413585,0.2068456313515419,0.1666825534675284,0.47943102954388483,0.41866907522765373,0.6900491898283675,False
16069,brown1/tagfiles/br-d03.xml_55,13,Irish,irish.n.03,"In this connection , it has been observed that the increasing number of","Catholics , priests and laity , in England , while certainly seen as good for Catholicism , is nevertheless a source of embarrassment for some of the more nationalistic English Catholics , especially when these Irishmen offer to remind their Christian brethren of this good .",False,"In this connection , it has been observed that the increasing number of Irish Catholics , priests and laity , in England , while certainly seen as good for Catholicism , is nevertheless a source of embarrassment for some of the more nationalistic English Catholics , especially when these Irishmen offer to remind their Christian brethren of this good .",353,JJ,irish.n.01,irish.n.02,irish.a.01,0.21030460956667327,0.08284020983871487,0.012880761958341522,0.9092406374058526,0.7323196498919707,2,2,0.8692179810252127,0.46601141144723607,1.0000000000000002,0.9129282871368481,0.8320434284798834,0.8320434284798834,0.8320434284798834,0.8859525475497855,1.0,True
2196,brown1/tagfiles/br-a11.xml_13,10,last,last.s.01,"Hartman , purchased by the A 's from the Milwaukee Braves","fall , allowed no hits in his scoreless three inning appearance , and merited the triumph .",True,"Hartman , purchased by the A 's from the Milwaukee Braves last fall , allowed no hits in his scoreless three inning appearance , and merited the triumph .",154,JJ,last.r.02,last.n.02,last.r.02,0.15261305519480303,0.08544907573863669,0.04078884039255998,0.3435926958169091,0.43080413466178435,10,0,0.3589760951203035,0.2007090428063156,1.0000000000000002,0.5046822736448011,0.36771904977810865,0.36771904977810865,0.8061710348544181,0.3490207531122046,1.0000000000000002,False
15867,brown1/tagfiles/br-d03.xml_42,6,last,last.s.01,The London Universe devoted its centenary issue,December 8 to mapping out various aspects of Catholic progress during the last one hundred years .,True,The London Universe devoted its centenary issue last December 8 to mapping out various aspects of Catholic progress during the last one hundred years .,151,JJ,stopping_point.n.01,last.n.02,last.r.02,0.15261305519480303,0.08544907573863669,0.04078884039255998,0.3435926958169091,0.43080413466178435,10,0,0.4263653120096448,0.2626673543788407,1.0000000000000002,0.5046822736448011,0.48639090419642445,0.48639090419642445,0.7939633284371728,0.407040963298058,1.0000000000000002,False
28629,brown1/tagfiles/br-f43.xml_3,10,little,little.a.02,"As long as audiences came to see the movement , there seemed",reason to adventure further .,True,"As long as audiences came to see the movement , there seemed little reason to adventure further .",97,JJ,little.r.01,small.a.01,little.r.01,0.2694845299982244,0.09819573814955194,,0.32850305676321134,0.6013553343293317,2,0,0.2583158073430733,0.43549410593851406,1.0,0.4414055225785824,0.5133803581219425,0.5133803581219425,0.5884282068132975,0.7826690557613829,1.0,False
46176,brown1/tagfiles/br-j11.xml_8,11,little,little.a.02,"Data on the former are scanty , but there can be","doubt that the latter is sometimes born at a length greater than that of any of the others , thereby lending support to the belief that the anaconda does , indeed , attain the greatest length .",True,"Data on the former are scanty , but there can be little doubt that the latter is sometimes born at a length greater than that of any of the others , thereby lending support to the belief that the anaconda does , indeed , attain the greatest length .",249,JJ,little.s.03,small.a.01,little.r.01,0.2694845299982244,0.09819573814955194,,0.32850305676321134,0.6013553343293317,2,1,0.39548085266034405,0.4155717606571421,1.0,0.4414055225785824,0.45180937892975753,0.45180937892975753,0.5963257606920214,0.8628433436362406,1.0,False
8508,brown1/tagfiles/br-b13.xml_106,13,little,little.s.03,"He wants to be called sweet , good , considerate and mother 's",helper .,True,"He wants to be called sweet , good , considerate and mother 's little helper .",78,JJ,little.s.07,small.a.01,little.r.01,0.2694845299982244,0.09819573814955194,,0.32850305676321134,0.6013553343293317,3,1,0.13541526925665515,0.33405430483460946,1.0,0.17857728877209605,0.4206962054393003,0.4206962054393003,0.7034347887291705,0.8358571976432563,0.20132371616559916,False
20817,brown1/tagfiles/br-e04.xml_58,15,live,live.a.01,"Some of them are obvious , such as the fact that we associate recorded and",music with our responses and behavior in different types of environments and social settings .,True,"Some of them are obvious , such as the fact that we associate recorded and live music with our responses and behavior in different types of environments and social settings .",174,JJ,alive.a.01,live.v.02,live.r.01,0.2167938615015297,0.17472726508596242,0.09925786813701098,0.46744084437220806,0.23508171812416154,7,2,0.2433048321154566,0.23245572856695484,1.0,0.3366976679342607,0.32273750556820885,0.32273750556820885,0.606484260956144,0.720216604093649,1.0,False
28089,brown1/tagfiles/br-f19.xml_48,14,local,local.a.01,"The outlook for the amateur , for instance , is usually dependent on his fondness for",history or for the picturesque .,True,"The outlook for the amateur , for instance , is usually dependent on his fondness for local history or for the picturesque .",124,JJ,local.a.03,local_anesthetic.n.01,local.a.03,0.23914546714194623,0.07343934787054578,0.04893183392743278,0.32294367901153453,0.2538345432543088,2,2,0.24521635046470047,0.22752881736564168,1.0,0.315434142273874,0.32937769690035074,0.32937769690035074,0.3057693286855728,0.7586197113511637,1.0,False
7647,brown1/tagfiles/br-b13.xml_23,3,open,loose.s.09,In a lacy,"weave shoes have a luster finish , braided collar and bow highlight on the squared throat .",True,"In a lacy open weave shoes have a luster finish , braided collar and bow highlight on the squared throat .",106,JJ,open.v.11,outdoors.n.01,open.s.21,0.16759745407904286,0.12354463646766702,0.08907619627489304,0.2405098030840099,0.32080511385692545,23,0,0.27055692194588166,0.11834903205454393,0.23900866329118464,0.23970205303349462,0.2730585017959637,0.3149883998189123,0.4042251901869031,0.7203729744974171,0.9999999999999998,False
47766,brown1/tagfiles/br-j12.xml_57,22,low,low.a.01,As early as 1913 Ghoreyeb and Karsner demonstrated with perfusion studies in dogs that bronchial artery flow would remain constant at a certain,"level when pressure was maintained in the pulmonary artery and vein , but that increases in bronchial artery flow would occur in response to a relative drop in pulmonary artery pressure .",True,"As early as 1913 Ghoreyeb and Karsner demonstrated with perfusion studies in dogs that bronchial artery flow would remain constant at a certain low level when pressure was maintained in the pulmonary artery and vein , but that increases in bronchial artery flow would occur in response to a relative drop in pulmonary artery pressure .",335,JJ,low.n.01,low.n.02,low.r.01,0.17159309882356621,0.13191800581869056,,0.33566123314358304,0.48070989316862306,5,1,0.30235968312985856,0.3040167165223131,1.0,0.23740352674861,0.3498625342518838,0.3498625342518838,0.3422119452156344,0.6149441937039754,1.0,False
156,brown1/tagfiles/br-a01.xml_13,6,major,major.a.01,`` This is one of the,"items in the Fulton County general assistance program '' , the jury said , but the State Welfare Department `` has seen fit to distribute these funds through the welfare departments of all the counties in the state with the exception of Fulton County , which receives none of this money .",True,"`` This is one of the major items in the Fulton County general assistance program '' , the jury said , but the State Welfare Department `` has seen fit to distribute these funds through the welfare departments of all the counties in the state with the exception of Fulton County , which receives none of this money .",316,JJ,major.a.04,major.n.02,major.s.08,0.3427747497850332,0.06998123667022457,,0.2562302390631723,0.2885224619960322,5,1,0.31415000373028695,0.33462563701718484,1.0000000000000002,0.28590951640890283,0.3562459827376696,0.3562459827376696,0.57490593538522,0.6071092372351999,1.0000000000000002,False
42663,brown1/tagfiles/br-j08.xml_4,1,major,major.a.01,The,reason for this is that it has no quick kill effect .,True,The major reason for this is that it has no quick kill effect .,63,JJ,major.a.04,major.n.02,major.s.08,0.3427747497850332,0.06998123667022457,,0.2562302390631723,0.2885224619960322,5,0,0.2885573177129613,0.3318000517127635,1.0000000000000002,0.28590951640890283,0.4334992611400367,0.4334992611400367,0.4326140358388332,0.5108970149901574,1.0000000000000002,False
49815,brown1/tagfiles/br-j14.xml_50,19,major,major.a.03,"Besides the presence of goitrogens in the diet , the level of iodine itself in the diet plays a",role in governing the activity of the thyroid gland .,True,"Besides the presence of goitrogens in the diet , the level of iodine itself in the diet plays a major role in governing the activity of the thyroid gland .",155,JJ,major.a.06,major.n.02,major.s.08,0.3427747497850332,0.06998123667022457,,0.2562302390631723,0.2885224619960322,7,1,0.31880374686267804,0.33245961045182587,1.0000000000000002,0.2794386890331345,0.3970429293150187,0.3970429293150187,0.8242466194168486,0.551869047868402,1.0000000000000002,False
